?targetProperty	?superDomainLabel	?domainLabel	?targetPropertyLabel	?rangeLabel	?superRangeLabel	?otherProperty	?otherDomainLabel	?otherPropertyLabel	?otherRangeLabel
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000132>	"occurrent"@en	"occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000136>	"occurrent"@en	"proper temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000138>	"occurrent"@en	"proper occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000139>	"occurrent"@en	"temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000181>	"occurrent"@en	"has proper temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/caused_by>	"occurrent"@en	"caused by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"occurrent"@en	"Activity"	"qualifiedUsage"	"Usage"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_cause_of>	"occurrent"@en	"is cause of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"process"@en	"Activity"	"qualifiedUsage"	"Usage"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/disrupts>	"process"@en	"disrupts"@en	"process"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"process"@en	"Activity"	"qualifiedUsage"	"Usage"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_process_part>	"process"@en	"has process part"@en	"process"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"process"@en	"Activity"	"qualifiedUsage"	"Usage"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_disrupted_by>	"process"@en	"is disrupted by"@en	"process"@en
<http://www.w3.org/ns/prov#qualifiedUsage>	"process"@en	"Activity"	"qualifiedUsage"	"Usage"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_part_of_process>	"process"@en	"is part of process"@en	"process"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#specializationOf>	"continuant"@en	"Entity"	"specializationOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#used>	"occurrent"@en	"Activity"	"used"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#used>	"process"@en	"Activity"	"used"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#used>	"process"@en	"Activity"	"used"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#used>	"process"@en	"Activity"	"used"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"occurrent"@en	"Activity"	"wasAssociatedWith"	"Agent"	"independent continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000066>	"occurrent"@en	"occurs in"@en	"independent continuant"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"occurrent"@en	"Activity"	"wasAssociatedWith"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"process"@en	"Activity"	"wasAssociatedWith"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"process"@en	"Activity"	"wasAssociatedWith"	"Agent"	"material entity"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_accessory>	"process"@en	"has accessory"@en	"material entity"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"process"@en	"Activity"	"wasAssociatedWith"	"Agent"	"material entity"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_accomplice>	"process"@en	"has accomplice"@en	"material entity"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"process"@en	"Activity"	"wasAssociatedWith"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAssociatedWith>	"process"@en	"Activity"	"wasAssociatedWith"	"Agent"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasAttributedTo>	"continuant"@en	"Entity"	"wasAttributedTo"	"Agent"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasDerivedFrom>	"continuant"@en	"Entity"	"wasDerivedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasEndedBy>	"occurrent"@en	"Activity"	"wasEndedBy"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasEndedBy>	"process"@en	"Activity"	"wasEndedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasEndedBy>	"process"@en	"Activity"	"wasEndedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasEndedBy>	"process"@en	"Activity"	"wasEndedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasGeneratedBy>	"continuant"@en	"Entity"	"wasGeneratedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/RO_0000056>	"continuant"@en	"participates in"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasGeneratedBy>	"continuant"@en	"Entity"	"wasGeneratedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_affected_by>	"continuant"@en	"is affected by"@en	"process"@en
<http://www.w3.org/ns/prov#wasGeneratedBy>	"continuant"@en	"Entity"	"wasGeneratedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_input_of>	"continuant"@en	"is input of"@en	"process"@en
<http://www.w3.org/ns/prov#wasGeneratedBy>	"continuant"@en	"Entity"	"wasGeneratedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_output_of>	"continuant"@en	"is output of"@en	"process"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000062>	"occurrent"@en	"preceded by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000063>	"occurrent"@en	"precedes"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000117>	"occurrent"@en	"has occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000118>	"occurrent"@en	"has proper occurrent part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000121>	"occurrent"@en	"has temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000132>	"occurrent"@en	"occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000136>	"occurrent"@en	"proper temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000138>	"occurrent"@en	"proper occurrent part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000139>	"occurrent"@en	"temporal part of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/BFO_0000181>	"occurrent"@en	"has proper temporal part"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/caused_by>	"occurrent"@en	"caused by"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"occurrent"@en	"Activity"	"wasInformedBy"	"Activity"	"occurrent"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_cause_of>	"occurrent"@en	"is cause of"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"process"@en	"Activity"	"wasInformedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/disrupts>	"process"@en	"disrupts"@en	"process"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"process"@en	"Activity"	"wasInformedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_process_part>	"process"@en	"has process part"@en	"process"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"process"@en	"Activity"	"wasInformedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_disrupted_by>	"process"@en	"is disrupted by"@en	"process"@en
<http://www.w3.org/ns/prov#wasInformedBy>	"process"@en	"Activity"	"wasInformedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_part_of_process>	"process"@en	"is part of process"@en	"process"@en
<http://www.w3.org/ns/prov#wasInvalidatedBy>	"continuant"@en	"Entity"	"wasInvalidatedBy"	"Activity"	"occurrent"@en	<http://purl.obolibrary.org/obo/RO_0000056>	"continuant"@en	"participates in"@en	"occurrent"@en
<http://www.w3.org/ns/prov#wasInvalidatedBy>	"continuant"@en	"Entity"	"wasInvalidatedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_affected_by>	"continuant"@en	"is affected by"@en	"process"@en
<http://www.w3.org/ns/prov#wasInvalidatedBy>	"continuant"@en	"Entity"	"wasInvalidatedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_input_of>	"continuant"@en	"is input of"@en	"process"@en
<http://www.w3.org/ns/prov#wasInvalidatedBy>	"continuant"@en	"Entity"	"wasInvalidatedBy"	"Activity"	"process"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/is_output_of>	"continuant"@en	"is output of"@en	"process"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasQuotedFrom>	"continuant"@en	"Entity"	"wasQuotedFrom"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000110>	"continuant"@en	"has continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000111>	"continuant"@en	"has proper continuant part at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000137>	"continuant"@en	"proper continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000174>	"continuant"@en	"has proper continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000175>	"continuant"@en	"proper continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000176>	"continuant"@en	"continuant part of at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000177>	"continuant"@en	"continuant part of at all times"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasRevisionOf>	"continuant"@en	"Entity"	"wasRevisionOf"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/BFO_0000178>	"continuant"@en	"has continuant part at some time"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasStartedBy>	"occurrent"@en	"Activity"	"wasStartedBy"	"Entity"	"continuant"@en	<http://purl.obolibrary.org/obo/RO_0000057>	"occurrent"@en	"has participant"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasStartedBy>	"process"@en	"Activity"	"wasStartedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/affects>	"process"@en	"affects"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasStartedBy>	"process"@en	"Activity"	"wasStartedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_input>	"process"@en	"has input"@en	"continuant"@en
<http://www.w3.org/ns/prov#wasStartedBy>	"process"@en	"Activity"	"wasStartedBy"	"Entity"	"continuant"@en	<http://www.ontologyrepository.com/CommonCoreOntologies/has_output>	"process"@en	"has output"@en	"continuant"@en
